ID,issue_description,inventory_item,inventory_revision
1307,pCUfC79m9b4p8EzF8zTBALK5sX5TUPeHyhcS5UmRaBodK5FwA823l4td2ZwpCpRt6w1amhKnNCl8hruwSITVWlg4y8Zgh7Ouu4gXEoJdyOqjSu6LoAW3W5XVQ7moHoGPx0OnKXsn8zhH56lEBO1hkUYyhLGGCfWJIawcgTARRt5gXPaUWim2xipcbZG9QllddY9fJIhs,2239,5784
1308,Q1Z2bRvwue3dWjuTBGMBBpIbD9P4KNA3oNSyCj8yNe0Gk9CZu0HafMiks7ybC0lhd9zIR6QbIYxgyB1E7zKUFjXcorFFugvX2TmkJ3IyjpSHYBwqGueMpQb4lWej0LqmmaofZR4EqWvaRQEn5Y8ABjrm2s8xYj7X8pe8XRRyzafTfBmVS1nbMqkDsBmqSHpHYXblwGPo,1149,1664
1309,LlDYH0Fneh5gKSFbPWokfsvY5HjBjMl9UCe99T4wlpmHL2MIgV03Agoczod9REDS66LIxGb5b29zFnND4afOWs9yXCJU04ehmTLOqEVZ34bIhyWLbaF0iz6N7Xuv6GEgXbNwc9WzFFUbQ1Qjp73azo8wX7QSUjcxz5uFkktcDPudfe7GGLG9MorscbYesDfgmhmVGL8E,2249,4416
1310,Xk4fR2AKMJddkLNCmJMOu9tO072mA5MBvvQHx6Kfeh1WCJ7bHDiz29rX0qpTAYKR6bry4GOq8qtMIWLqAbe6WXJwE3QHR1fGXjakbIgBy20MPeOee8Sj3N4jS5uB0HYHKnzi6kO24dHeg6gjovmSi6NJp0SgYfKrdsCmpph4taoaFZCVYKWEeFjNap3FSsdZSaBy4449,2256,7212
1311,jHSwEQy6HOJFMYJyMAwclB7OHpYObeQW0vgb5nlmQVkPQNNnoGs4MvHiKDpY2kfn8wPa1s2iZJLPar84bvjUvVKFo7Q27Muq07Rd7wv6OJeDj1HdEv6GAK1mmKv3b9lNYfZdae6p9nGm1Gfx0xyLPoppFp1xA1eOiRoEboCjzRGXEPvfo8DoLZ7uztXvnIoII1EjcaWL,7522,2349
1312,W7hSk03WJCx0CIU3PrQR6rm8PNKMCOm237CANgJh1R9mVRy5OjKo4dSpUiDXprT4a57FFTptitaprAn7YO7dD77aoXpodv1J7EMZUsz53bFLCn7U5F9buz1c7gasoBPx2QrnyNnpYBkm2wXBZVsXvaYHNtcxRHQ2LRSv5UfsbTCsPPkKJZSTS2Bb2jaEu0XRvrakelFF,8298,25
1313,6bYp28JSo2y7kTQ03W3a8l6u7hyAqhTMdS6kDMrc5cLfcxHHUnstLYBUfnsUJJlHjldRXpwqobfgZbSJZrqDyjBFQlEaeWSw0E50U0uo0CEu3f4EVi5cciS9kYBvlWLSJspUfbzj6BMweRLuqAF6bzTRw6Q5y8Ce1wkKzkj4tVfaVgeTMQElQO0TYYiiL3v89s4sqB5G,4379,1806
1314,NGU25Pb6th3bNm5RwbBAtzkhbnlwnLV8JFBu9fcSHOKNFhfSwZPdEacXfwaSooThM4RHkLRQ9t2epWb4HSAO623tnoOMFJnc5mBKPYskH8dVi7rJUgLVoFlTBid66EL0FajDVRotkZG7YiLq7F1i7Rx0ArIq4wnCxnPHYnxD1bvO8n4dXx81Nm2xmsCoJ7yyvDJvSDRT,2968,8150
1315,rggi1WwpTHxwzLucepkI43m6d5eJKUfpjY5WQD1p2dorB9N8B0imsJ4x3kF52ne8lHNaQXLbx5QaO54drgIUv36ZeHdq75xP8pG4wwrnoHyx3di8pmNWeKNrKy6I4ed2HAciyAr5yepnFJfAifBVrauxcYt70jsJo6p2BAJo4Sh9ekmBS6jZdHKrQoGaRtFPwg8Idm9i,3485,3666
1316,bZ2uT2vsp39Tqgw8mW3tXKNSN8ldhq6ADHquygVOoiELQd0bWfAmpm9QLkgVQRL878Pi0BKGBpEyGCBuIJHCqTVbHajN997WXFNRNRlVU3k9hKJIiwMHKJSnmxbZb6HBssbAyug1hvrwsV47QaoMxzLOxkoazL3XwjRytJUyQVjZbg4R3eJBR4O2gNNOFFBW1T9JEFNG,1063,8465
1317,6bPwwQpXhVC2G2UZSf6FtKUNhIhuNxQC4b8xmta6iripT9NHzpxrKAHwGCPot5KtF98o4gwiF9hBlp3h4a5i9i13ULrkewNngykUBiMS2PmLdFKbIrtT9muhHEUszLDTv4ewEjgVNmpu5qZOBPcwC4n4EDM6OecrLTZjlXWiKYFX79lboGrjsRR0QksBXkHsK7jmQ0nn,8942,8957
1318,lnzQ6FbuRIx284BiSApULkRWNAa8KycDqzpnBAonkmS85R8pkshm7jrBWcC6ockdptMJOYgRWCujSSb5BvYcR0GHHoQj7r8HBzTLEzaMLPQ4yHtEAH53EHLznEBkH7ToEmhc8P1MULRBjLS95Mi0wFD4nei9x0FO5l0MjQFvPti20JPcwBp4Yc28jnzer1YeGDG7UFao,1190,7985
1319,lDgKEdOFNvKKzct1n6akDYUDvwDSHqlAxk1ycZjVPlnmT6NoNdcdNgtMtcYRa67gJJXPk5ZNXFVburtzjZEoNHwQ0pF9AR5TnHcJj7DSDOGILRbBtjrB2TTCXGY4zaNFKBxnOjQlVwl8AoFiODQbk3bUxawcjIcnBB8JexwJSFqFsUBsBzqvJvfQkdzxxxCMT779q6Ea,2749,1167
1320,IeNVmdZEbubqdPgriA79WeDdwuXCCFuQeCmACP0WYsWRundrc8XEcRvoauj1FXBWALLbmfoSJlknIwsIQpjErqxMR8kSq9QBqARjcCE7TE41rHgoBakay7oUX8Jo5WmKUj6HeJqOllunv6fJc6QPY0MtV7Md2aC6buhHLYJ2uWzMNBibc9L9FWwdWNvh6MVKjxLBZX8D,7787,3854
1321,fCBAfUZvA2OD1E7Dv7mm5hAonZzgBFBHMr1tcWraILMc5g6GDVmAbJc7BWXGf2t51H0JNOlYQLetVitGctdpcAqDP3sF9l5PcQlyqx3zuNuPpsmcnQnwYDc0aw3TffZoQORF74ap0n5OQbXhRPcs8J0ZxuY34jUPyF9aagfsz76vIOk8ZVBPCqqGX1RMghvQTpaKc7Gu,7390,7385
1322,3ANFRjJZeihEMHZ2CiPTLSMpccxagbOQfTxq3SkrCHCMsOdSvk4hfahkyhnywt2CURj3Us9u8hQEP97N9ep6hqvFvM2Vow5TOA2bpj8CkJj7KdUykZzRD6fngeIH0oGMm6zPGfiZgnVXGx5R2DuO6oQSfP4Kb0L6DXVNoFrE1ZuakHgsi0Px41P8qgu1lX7qbZUtcrnx,3482,6661
1323,Xg3zsXsMlllYCLHXhHU0ddbE9LwwQ1McbOesF0yWJYvWECWIlFKgcfL3Ey0gk55uYJ7xrZSqS8rFsFA6ynLLqq96DknQASvNcA85FjbMxeOdyGL9y3s7uuErJBuGvBq9MdmrGE1PM8YMcfH7ZncGjycs6QwEyVbvxORUde3tCduwW1Pn3xrHijaYA4uzSwa0gmYNOxd4,7503,7339
1324,DGDqVFBILBnUNOy3TjuDaQC3PtcBZFTwWygTUTioyKlZNMYKZVd4KqSxEJblm9tFr17Yrei9AFPQpnqCVSlDmZlpgsPK26CyafrVP9c5wd3FbBIadZQUXpdSPR28OXHDCazJ6VxVzqQIfgOekzrcqravCYG7GeqZWzCAL9eHm5frZUwsDYYZqoXUAEGhOzOU91vqeOSl,3339,5751
1325,0vMsWrmX4sGQsrcrAH272wqKshiGOzGwFGymIRsY415gOsIENxNLsXqEECAyIgJFmTLl3zjtYdCB0K59Ye2al5DrathFQ4PYrz35ggKYOewOVpN3HAZoosdrPeLJRdcdOoTAQ9d1TeMHIyWufo8Pelu9VMpCVAGuBSAqVMnHhiUJgWiaIannfM9m4UoEUbgTYbFzxpZT,158,8467
1326,s6Rkc9nO44WcPzTYwBhjxGBBvERtncBUmpeDVT1paFhm65MPfZ3YvbDl4PyYr4lb2CzkVQCcJ2IsjZFz1BONjmjKm2IFec8gdFt4Gm4PWaO3TUCfK8gpqY2Qco8cI78q3mOeqKtPH80JYq1R0n4f6S0FNdbbobHZbi9qGizAPRirhs1wwqmeCcukwJRMtRkp1ar0qLLR,8057,9146
1327,QouIhelpp7ymX9xY36RmQ8q2zGBBFlfUqHLFznmwlElm0PDrCRROALnS82TacjjEcd5PysiQTeAMWDBkCT9xTQTfd3H7UMUCehKXTy3UsB5gKb641sXIjvuLKav4kl5HJ8ry3oQOapESVxUC7NGmyLcsw8N3D8tHFxXMtHBMbIs4qc0XFt6XfTS8g9B4bXLb57MiZIS0,1958,8964
1328,KpdhBUIzxTCWmweYpuFGvE7Q9tQS77aGLlJne97rvlj1ZjVaDBciuFIGsMiSD02035KAm13qxYVKeG1ZY0O6e1WFdC4Sbon5st7eYUxMHwvWu8lmVI3Nm6VBiEhk6lOIuabuIXBECCyrGAVfaS7TuaSvX65TxNQfhmmUg1e8HzLkHn5itBJno5XTHqWMbrQzvTKeXB8j,8154,9840
1329,M5PsnuAWkvEm1mOSN0eSgZiVyydbKsDjzptcEYCmLEHfuJchPFyIFgcwW34zQjL2sexL2wNyy1GcSDloW5LF34dSN7GLdNVl2PxQWQpd19UNZ9eTSQcVYG8xAe85pBVkgfjCPUSGQsN4kQ3Ncx3MuANwQ9P1Rux0ntr4abD78WEp2DNulvc2HI0fSxwPFayg4XQ1i9wA,7382,9449
1330,OY5h3MwePfR5sf2Llmpx1hhivfwVLm8cIL3cku4jckLTP8ov8XXKV5Fr0WwXZaSnhyxhlak1rGVQWOTw1BXyPyHMGMlO7hJBSiwaLHKhwfcOkyVlCAgYDeXsrkaZyW3K7T8yc3kt1zCtV2mR0AL7Bu8yKDskqutZmRRQ0hJJZwhNbnWz8JjyL6JMUKnZL9DGGmHDlVbS,8527,301
1331,hONvWgq2mhL4OpIE6p3t8ataGzgTOnrQ7JY49jyHtSXf5MXc5gZwZGDHfwogAXo8057EQNEW1wApCNf4bEYrO500FRZM5RHWoYpAPTLrbC4mGYERRuE696u4EG89x1bjpoBoifpI2qPLAOurMI5LMKWrnu5IUL3klV7bWaswE6DSqj40VQxp6PWeRTAxjgyrwpjpQTVw,4222,1474
1332,GQHEAE0FwDYOnV8cJDZ4MhIVfB9PjC5AOxJFWNS67dtuSiBNqyJSWf6iIvi9ElguHX90M2F6ud6tyXC79viv2not1k7koT1W79n5iLBysNh2iMuvtkATCv1dtQ9m5fRamjvyuHZxuuCpFvKozM1ETiULHJMRMY3M6HQ8b6BlLMiSsMY7FUwsnNHDPkqk5HlV1zs8fLN3,1818,2671
1333,2GABd5vOL1mKjt9Ms0PapDlMb2eZb4H2hWUADOGvzq5ttqQ98ScWoukzfxjkbVwRtumMZ9Ieudl8H1dumebJbvOwvffQogUd3oA9EDj9K8lKJlroUz864n08f0a3e2zOJHEd0eqi5c9dJDnKx05zhXjQyCdNmpfRIXBChNx0IZBcoWycMQGn6AqviypyAc5P6rVvClmj,516,922
1334,rIWHlbNABWj1VHrPdsi8zpdwf7BCalngk0TiZaMNl9bjpFWNExH4BEQBokmoaKkZsDReyJzDfUXzN3GZly8metffkS3yyixaZC1my1Z57DYqqaxudMDlL759hv3gPAO7h6aLCeltYDpaUzyKeIVmeLObH2EC72p6zbIuAls9kUMISeos6tBGpldVs9EJaiwgYsk2qEJ2,4247,3565
1335,CK8GImNVGN1iRN8xBBhijBhqtj3wC1kJqTjSWl0c6EciozbX42DIV1wAmSWisbTOnr27npbaKFmfj9B4Ig1JybyygjqEPRteuN576etObm8PPRbnQbaMjKaM3DaE9WL3WHuVDE7owmrLdijOIDyx1g5jxtD3DpPEbF3HgFjLewa6dOsVeM56iXBzMLhUBEkGXmtYocrC,4833,6265
1336,TEG8FiAsZ1uTgDDE4ViOJZLTj1fUqBe3c5E7sOF9UTptWDGpVkhWePd32xYODpBXW01k9FVqPj40tc7fvz9FdHZMcLE5z05oRSWfMfqPO1G5VmJa03dOq53PboHxAa0YnPjbFbTPIu1mAe10BoE6Xq8VYHEhY2OxArRFDsVYkOF6EQO7xRwWV4B6RND7Xv1QfDlTMvxT,3123,6788
1337,WIlBQH3GuGG2bGpUxzpXByWzbAp5uBedCpi2VQ65ERAuJmlfn287o6ohvvkQc8Vtmmzwiw8h2tSuympyYJR2DgzGBAGkpqcG5RHhwz703aE4n4tJFv1TqcqGxtuhpY1MQLygfIBiLb9mc4cHR7e3yJadlBtDFZKei2ncFMo7tSHOdDn3QnPs38XHvV5dZ8dwReDkQABF,3147,5417
1338,JfCM9hX0xbJblkegrtQKhvzV68ADmPmKYWy1FiVYGjKCmz3cFuTSzJ9YqqPBgTNhz9DOwmaIX2D8kxtHFh716TVPWaLYTU1xVnNmwoqdTL46FAx37I59VWlfox2VaCzDAQn7kGUa1ehvZYJVnSaKY2b8Br89wUCRV15zXzT1yfH1y0FPngsIlooIzp52HVohcQZicU8x,9869,5787
1339,W3ukKLltVPl3pqNxAs4atc0kZibhwSh5JBSvYOetQY9Y5iksUpUQ2i03CJLluE6CspuoYbYvNKKUccp07sMH8RDlKYsOD29Mc7qPx6T3QjDrYgakeUoB1yEbmJd9tKrUL81fvZCBYT1YNVMo8ItsO7Uo3PnodUJG1tgZo5yFRnnh7pNQ6yBka8FNnNmgvYhEJvheyx9C,3332,6564
1340,blUxrNBXsoSjp2nSwbSRT3FiXLHsbJy8Pvhe30gYeYq3wkFp1fAiuDUifvZfGT5izTT3UIZ553w5MMwxGc15IQOMa99HaBSLcHDdRLUsGFn0QZVT9mYnb9aiEGdVJSe3llcFJTf4IIzDnX6BnqHymoudqeYKs8jyktOo6QKqGdfSKX5rKbrdKqQ719Yo4VMJiBd4JREX,5144,4338
1341,sJJbSTjqAQRGn3cRx72fvvRVtJ4Bh2XU7t8HyZqEFNV51cXjb1dGeAp71xrJZhJH37J45UdYRxZhZVdRvUjqZQz6EBPArgphENC4SdoGYFyrkHhgTaXE8dsmIMz4EcqvI2dMSj8SqcRTbIW7dtrRIkjlfZwGntC5YDisnVNubEYfLYK902aVvZmiT1q2w2p6aW4YjoTI,5093,9536
1342,0DMDaGPwPvSqJ9bAYwoU7iZbFzdwaLiSzyiiVPbknAm3ntM46jPhdK9Rou7kmcWENA0Va2oIVEq65fxVnjz16BypyR4lS07Loiqn30eE4GMZeDVI6m7DmeILLLhJ8D0eHfSXzKcwFv6zzZLv5wop23jJaebrTUG1QrR9u8SvJL80hSWvAvNLYKlN5I6UtucupFiHHLA7,4785,8880
1343,gr5slHHpriG4cFFEDlB7CZsOLbuPoyuQrfo3SNhzMDD4nundBDIZ5f0G9rgJX2B2x0M6bLw0EMv8VxkbyQNkpVUMoh4kqXcUCKHxhqBzQSUtu1uMGFVGoaMbgAR3RLJqua6Lpx3HPYTXAkbxwsdkCVpl7qQhYIiFIo9T5jgTMN1QGya5ieHjrjnYvUN9gWtGzOPWkH1M,1931,1619
1344,YzeYeIPV83A9XjAlikWgx0dua2jDVbn4XhKy4WzEuKXzF00qW9jQ0pWiVt7mjLAhQGmzYLrMvSwmcnojB3rV2XDrLmcKYNfiK0j9OBRKSXfi2tGrFXkpeoo2C4ovsgxhxOblEpVAlgDf1fzbguFAmzEgLq6UWgbvj7voRenaCjE8kJBhEMP8bw48K5ZXsAoFER54uLJB,1195,6568
1345,7CuF6CpZPKQdUwCxeWFPrB583SOGw3CO0wy1NE9XrTvdzk7J17rx6166HwMnyimWHCnh7LjZXriYQcJTVEPyMPR9z2ua2VjJqYWx7aLpXRZOTipom2RtTyK2uorEaIhBIYs1GWW43jb40DpRNFy9D002OdCSsGPOuXG40xiQfXztWPCr8a1UUh8SizmmTDLwUMKc7vaZ,5281,5511
1346,dqAGf9bVUSP44MZxVAK66cLCYKEjuM9bywDRSbUnK8s3hZS7DJZaOklBf7rU41lITxGHIHf3qhv8tRe82GgkwjNOKCvUt9sSWkkuTKz5ngurynSNcscxVAVuk26GWLJqydlIruprRk7Qzfahth1Ah47WPzKbNsjcWD2VCJgsDufuDE5EbZWyTIJ3fP21jNejBe4vnEfk,283,1445
1347,7wYMSL4G9yVuJN48zxQoJ0Q6tiKJbX4wwKLWeT6r7dNpORVq0oPrTX9GgcdtAvpm3i78Bidg0iqpmksbNdSwHMcZKEzCzMrMxkwpTWoSKt0uqTe5uBggc2fqFix7sbqo1e2ByCI1yAlYVss1k4SyqKu5FFjuirktCM3MbcHr2psbQHVX06WyJ28ru76sdYSHa2VJzfZI,7917,5911
1348,5AcSo8uL3mVwjKNLbefYOeWkBXvLiUhNAi77PcS88ReqvoTL6nE5nYWbo1QQNjniEIvAMP69Lha69qzXEjP5QmkmMfTYMCuYn5ln2S8qqEtF7Zc7B2LnTsSchIyr6ixIwBSDFLewliOL2eowDWWT0HF5nIFueRuHRkS6GY2zYZCudGkDeBnjMdSo6XZ6GuSTyG4RLsqo,4879,5242
1349,5bFUchiCQcnK5xSo9t95tnHs6WMS1wV8Fpi0jm42YEezpoLG9hs6pjxRTWYFUPKdGpEPObEXyGgoJRCRLFTUEYTg2RhMOyhJ3AsAj51hcUIiCIHBUG4P50ZsWiW742J9jWvIjCsPNw1tQuduJf2H4SNDlAoAi4mkKI9qX8cRXpBJ8pbmFmxZ9BFRJrhiYrqTJQjHuxXK,391,5949
1350,tPQDF5iC56GMkJDsgpb43q8s9rGT1ROnXYR0AFmm9VvtM6qZEBQrtIrDQiDXyOKosdzL1MsbDy4h5OfCBqO0Bh3OrOjcBOxvLHBtGeh2Tzn4NJIBDBVH9UmKkkenmQZzAJVxNw6hIWgM38BhFiZA3qv1e0Jg94PDZy4ExUyREy8nxaRlj6hE0Z6UXeTWmZhOHdwFE6tv,7500,1307
1351,5ErIEDjh6DWLMA2jqTBbopQugTnLgnMwTsd1nPaPwEde25RwNfPauSdQy7mvZXAS0j1dgA5b3vojLw1kB08BXwCAPNDqnpzZDLnSEyQMjyh8o4FBFBtjZ94Dh0OT7PxO5PfAIjgNkwcjPEWUHBkl6Q9EQjvNj7OTASCYZF2fff8mgVyde3L5pLSpPatjySomhJi6B85C,1525,843
1352,GaRXi5vRtqwTozAXI8VTqM0VFXw1bf7IwjF1X22yxgj70Oft6oz7r0Y3j6RLI40NsngEtJ9PGgfKm3f01C5xpAb6LLRbkqp3qWPMraAwok0KUOQqaaTG9DhsMk2h1ioZ1mdQnSJaCIIFJRl75kAKXj3nzhAGic4F5bTruADIR2D04bi585mRieCRs0aGSC2jNCJs84M4,5349,8726
1353,2ffDtX8FHnznhaZB84k6zO9en1R06DssuqlgvpGCHN5PtkftS66SUkCofBa1FIID4H21z2PSxhzmTuuCVihAHaXKo7BuPP68E1Umro3aroexuZVuRXghlI6etsN10fDik1ibZHVroGSd5kZOmQc1tZW64z28bCjLk5N313VJCy2ezdiJT8PkCLzKemgjPWPmhG29XgXs,9281,3133
1354,z4h2GbRtpdw9JYGCZPWv4qjP7skjvwkhosW4mmfFSgqwzh7d3UGIVKZIVR4Y0r722PVaCLZwtRcX9waavHqapcLeTNjVrHOkix4kMgbr5TYEsBJi1dmtBgNZE0HylEFmD1zL20OOp8fVEGwSEBeOeeiBkefVZnF1OwB0M7qAPXEDB1V7Eztkj0HiSxlXU2zC3nGRF5FH,3329,4759
1355,8GafAtJhQj3eRYociZWTqXhBKXuD2JtmQG2BIwx1OwlQIYWsnmXquBxliYVm9FpH0QOLfnUvmeF3vR2vBBaQvD1OTRctaK2IHdZ2KKN9RlEQ63zQfkl7pZWxY92OKkUbl6wR1Ak0ya8J8lSZbLO0j4dsHmdKS8zqRmo9GiYe9uJOaMyxrcx9Wd1qdEJPhZizlS2V6SS2,7846,7372
1356,0zuOR5ypdzLzUxu7gCZJ7jLUnIUc1ZJ4MmnC6OwOa16tnv8El8vQdmwRnalJlWyEpRnrKsBSQKtGncr1KP12n3bj0WYfmmmEC1DWIQ426d9S3qnLtu9Ve6bv0D0yTfpnhoDvZUs3V86J4IpKsNw2nRjGaRgFaFjayVuPm1vYBFAg9R1rXqFFsxAQE6UHyndPZfViXah0,4516,3984
1357,0hQDGJZyrt9drAUdKqgojYmvHe5ST6JPnU6dAA0Lr95tP5xUO4P1Txyc4e6lOHevku0XE1dJzV6jc3gLrkEZrR5zfdjfEO7keKIeFZQWaFB80O9A8u4nCFETyA2kS8FlYWFSvBGRTs9lQ78QeigTTTiZGzpEhpEcAZjeJrP6omUUGdC1BlGtbvSFxpM5WBuongk0YeGw,3024,5879
1358,pq9OTnwyD5jUBOHeqdeTkm2pqj2MchfTb0GlGjWjJh8zESfVs4xmS99CyThtujVfZP3KIgXHH5JDnDkYEhdiu2Bb0DxwCnyjLcZzYUNMgpfWz6YvsIoNGxvhObUEtkEdGk1Lnv9uTRCEWpm3pBE39ldYr1k6AIc5lBPPFNH6J33yvqKjzaZrgLeeGddwKCuLyGdVZXyb,9165,1249
1359,uFsonArBHktvZahuIluVwGJs9oNzKbl7wYaZwb0cEI5KcDrDxoPNrjVo5Ao8x11p8v8A9I8qvRQnL9Q66KBfMYQMDwdww1pNRPLqErDppibaTsd6usCnzVdkew7MpL33lDW5xj2PGWzn603UTgCEzCX5vlLSt19epiyQVhJK0whdgzno2m3IJzDjpbJLXjgPWV8XBm8v,3813,8691
1360,ODe4Y68gZH71UzfPk4X7wQQSGK1PnQnHuRlAEvCNN0KYRfBI2wCEXaE7xMyOFs3JdzGDOfKy2Kt6G1AkJsX1NjtUMnM17xIe7A5bZ74XlNLNqI15MNFWVB54Gv0lSS0ECO8F6iKLx9QAXgoDwRpusvJ5EAVnGTESWGLbKv9nC3jVv5gjHxyBnGWQFDB5NhEe47nQUM3A,2824,435
1361,ryMyJIevgTeDpPu4WGuEafzEaySQP53ytkZiEQ32bbBuA1SXgZzwQNmL9HXV0OgkaqTF0M0FN2n8eEEjg5tzFGhg7Ni63iBN4aUThNgTjtjYjor4Cyz5ereTIxHmn3Mp0aDEuuCTYZPWhJ6Tgo3EtGsN5ALtF4qqg4hJkmJSwfhEbIw90xF89I6urzIujSNdtjznmwt3,4918,6104
1362,SNjowxOL3SyrrY8xcueZsdSDV2SIWDELeXzsKCDVgXZ4pB2apyU8ZE3y4gT3eFzzOmNTiPmZqJ3UEXXTA1ditFwZeBxotJ0aikqCyi1ZM4SQLithIA3mlQFJ0xzhb7qgScverUfb9DVywfO5RQftQNzRehMAsU8OOv7swP0xebnh5QWUi4QLc7QFneAJIespFHkBhgIC,4205,7126
1363,OykRWNL1byDwwQf2FSOqpAs7cyqUxCvOvttbfVHx8QC4lSUTgpazxtCNGmyih0EYCzBChDXtLbsY8yVJdWyIm6aBrfV2gjQIMn1wQSwcRroWBoPRQoFKB6wGZ9VBsfMlLkMU6j2KjW04SEACQDl1eFGQ0vWR7utwfCKbc5Urw4lpF2yU9Svp3UHGd6dLNlNymDZP3jkV,7187,9095
1364,FjebK87BSo9E2K5E7fbJdKrwCCdibZrZ69OimCvfNLTiyiLOUzlE3ia52rYIfYk27jH36Wc5u66S0I7d0OOlxmgXiSq4nn9ykalPaRS7XqU7mHEtu4RQK9EUDtUnqhRG6HsZgsDi5QOHRivbO6KsWsolVQLq7pRzYOBfZoMB1sV3v7Cf83YuXjtNcGDQhWlQ9YsDhQBj,7394,1330
1365,0oXv0YOpsEQgczexCTk6efGE3WO97s1zAPsFzqQpB1nh9d53itNs8xnVhS2dJOrAMagMGZ7WC54n1jFabVaNeJ1MlXihywgxJnUj6sxJw1pC2Ad7NcCyxegCjTls0ahPZHdOOgdshRbmeyUl4kTVur9pHS9mHESWTZnvgOtr8TQgC3iu99xPGMfrHyH6g1kc8FSEKjFq,8663,6233
1366,XabdmNtPnIRCPH46nrHwKHtxh7keja4HYdyEPoL3NROcL5zLKO5XiFbPro5pnPpMNJowS0q8fNj32QlmHZTVehiSBjWltgQ7lBOCRD2Uh61VfiXbCThO5UrqkVutdFP96lS1BjUEg9xhpNxdL5jZ8CCRUic5TJ0cr2Y4QfZd8dr5gJBXiQhigzA4iAhdGZuXIV0xy2Nq,5160,934
1367,bfUGuKhFWDlS621eVP86WjsUwLTNipC1CaXejcQW6BCrv0Y85Th8rjs2x9Ti1TgrBuQfeX538m9VgAj6wURPIDKcrfrjIrfmeVqBk2eiYo9EkXVwaXvgBRi7jyy8qVuRGX0LUhW40t0eEF1TK4Ju59kNxtbvEf2C3s8NgKc2B1pSaD3d6eyvM9VHwnYkFkzU0xlVHox9,4400,2700
1368,tETSwt08zjrG03X0a3v2waBVcmchWRryU5QQxd0puHvQmt7r8QN3NjeSC80KRSli13v5nGD7CGHopvsspujGDxkvb7OznqXcgNYt7BE1NQ1HbznRPHegsfeESAeq2NTVsoIcW9unpr2w6dTmU6kgL1tBsUa7hY997fYxqK4QW00BmrHzr2W5mxK15HuCixGRs3yaFg5J,422,3264
1369,JUAsYAMlQpCDXKVg1ja1sjujTt3quK6M2Snz1Nstz6hbOogoFioVsKmjkaZpHf1FszLEggpo0qBvCSUoNOlLfkdrqEOayDmTFbtYdbHj2AfCI0hSGub24pkHWdXcRPzxErplj6LvHBTeFbjzh6UDltZZ1lCADpRnKs7bK6sJiqv2WFC54i5V5wLUSPt73LrctpTWdIol,2112,1635
1370,e58gDvjHGft6rYgnI5MvQX8TIqvpbw3UIvRQWvM8YwFLsx74009tYc3H6oXX93pTmZx6HQQWsOWdSwkUs1zlwJ5q1JUrYz8eGvjTABwjjnAKFZzJECoIEEhcdGF76j83P1XgNRUrEPCJJukbUKnVKzZCNHz36zmAoH4NCS6ws7EyBXTsgnmv5mtabUSFbbuPmBeBzWZC,2324,8572
1371,nMvlA0yGXSM0ECXewr90URMzL93R2JOkhE9go0UcRUDbCv6coVkrDXgWA5ZA6hOOElTAD105Xgj9NvwZDanhihgJhmgtbTgtGzXbc6ZwfpTgygJPJ97g4qphEJcaVGdEAz2XXV7GB0C3N9VAdQjcVAzaJzWSd8aYLOg8ov1xB0eDnwTEyc7EgBsA9cOi9onCaor8dWWr,4151,7737
1372,aefwwXfReBBV1Kgg9LhSyWNbn9EVlbFPoukOeNp0CrKmBExhc6XLKG6ERDJxSKpC6wqGkRBvgqPHMlaiLh2oE3Ehxf7aD1i2CIqPXr6K5lpd1z1pnkmuRA7CrISEUkroHXFE5KLekrtdOkq8oRxdPykBKoiOY20U3BVduxucYHJkRexGcUaDxOYTwE3Qm7Fs1YjNPNN0,5228,3346
1373,EIoAtq0cwEcxhpmCqq4d0bBbt24j1OGjgcJQowUNaKLBPE14lMgh6CenGNQ1vRkh82QEfWX4VqDpQALpBA8osine7gKbfdcIjnCWxwYPzlLP8zWFBlzuS6yZPvG8L6Y2N5Fm7y1OltzHWXfIKEZ3ns0nzmHCpaD3MTBDtuHMulIjHrC2P8yHgfPfFcxVryjLp64DVcZa,9443,2123
1374,JCjQgHjOwrl5WrEg8Q7we5C73Kx9gxiYLTWM6y6pvdC1jujM9zeJcJsN9mWVUkr9JNuDV1jJTSBB3KXJlkArTY5BkIMUblUKvCsW9f1HPUzKIqTzONtukAquStdMoPss70Q1cBJGt2b8ju24zXGO1kkuV8DPCodAmHNSZcWMDnAsirKh1iXQId0XQgfe73DEYaWchkeX,217,9038
1375,KNj1LoxgYdRM2IQzB362OJk5THVsAQE9POTnyYU1rbfjxLiOLrikaJpBnniDSEgIZR7nznBnjFKxoAIHjGgSsdjFjR9K0Qim5XKfO5Ziq5BV82WneaeMhNZ5s1Ehn0wSgh2Rzm3oq8lxcOHq4WqavVFr7OxW0250IsyaAFx1g0fjmmdeuXmRKWgLcKUlzhxyDvotaqqz,5650,8099
1376,350fFUvTmcPnpvLn8zvMC9Drg08tDErwsWclU6F9zg4UiZG2hwr0EWv42J9OWBPivd5TTkSCtwWgEsIHtFLRW0sVkitL70mxQWjFdwj7epHSAPzJA2fR08L4uktu0GF2JiPrJCn7gNwqtaVUskKEVV7SKpV3DyHXkOIb9HA7OhvmLfKTOYBQ5Ahxl7hert3rGYFfS3Vl,5770,2145
