ID,result,revision_date,branch,author
587,1lhFl96JxBtii2icqU2wnZcES57k40eGlpzFJlIkLmGzBWmfJ5H5XSDcJdwqBVP7gm72CdTFLSlASmC5Scb8tjsSlX5pycizXJTYZtcpmBtFrCJga1Xj3QN64pRphnQttvnISngiAwWr,2012-04-13,3370,7517
588,OZO7E95H5WetcxI8u9W5ZANwUzjH3gGREsaIYTotzgN6JwFMnY60QpJNLcmPaxNZQMpuWAjbUmG3xRnhtWefjQBZiN66qZTBSxq6GV0nyffojQa3yFfETsz9LQLJDmu5SEk9lqaYg0qE,2013-12-01,7042,5388
589,wDHl3Psk8quzJrjMukVfpbRIoHicBvPya3W9eIBDV9B55lOzReTKBUmVv97vrPiMa5YQUjrliSJqaWMD3sLhcExGQBOfLPVGbye9M8erxrmtL65Zx428DBuWISATVMaS6DOl1M15Oeuu,2012-09-26,461,5429
590,FzrRXXCaDH137LVlQTxIrThkD7ujR94EYqNgeI5iAyhtV77CIIdIQvlwRHOZmcIENweR8zGIYOH2vxOFAraIfwymEaOW4f5hpdgjdqETCVuCnsAe2JZ5CAib81MhkuN2SkNSRplTnHGJ,2007-08-01,7538,6206
591,audvGAfp5ElldhsRI1tDfsNNhFS44YZM20G0QbwREhXMEA0FYyBKC5zshQOAskugpYsma2BqFc88UBJhPMgGWOK7AYTANvjdx0gpRNpgwVFj61XfHrvfEoJaOvlBjBcT2eKdedPChATB,2007-07-07,6476,473
592,Ax2gAEZIrGagln6v2vrbq3Bnbt8EVIQoucAvI5TyFCwXDsa3DhIY2jcHvPERFUxizvwImKm6b3VoGnksSFBx91wKA3A30CsuONiR6SQ24L79NxAHoW8ATAj79mHsKtFYKla2FSwAyI2x,2017-10-31,5450,9887
593,32OeEsbOokSUKhrLFizmWHCWj8MKHvDMp4zSelUcJMOeAczQbrrV7U1vz25GgQG2hFpQsZqeOXcK3hVGI5tZErPUDEcmpO53FV75xjiBBMHk1q1Sgz7khryz0UNn7DzAbjEikaTiWrX1,2015-04-09,6264,6530
594,MJG0QUVYhHFcW4E8WHJSmTsFfZOzT6PL21ax69tGNqBcV0MbnZecfKt3bAU1GfEk23kfeQBXXCE5SPupNwM4bxqsHhV5p2AsmakcPr7WXHFcFxkLQonUTKIFN2X65FsfCWT1pRagy0gU,2006-11-07,1650,2344
595,7JoAOpYcSfOXTBaRYjatesg8OHfcnxX9QD9varQW71jKCCMxZO5Ix3zOnqwGK6yeIPHQBp0qTEvmJV5L5rCY1OMWNvHu5JLBCFCx56vtYPytHNFSukLc3am3CuCQiGuJ2ujDSIP96TAm,2012-08-25,7803,2633
596,qyAV8tHmdJvL3eLReo0WnB9mULgkZ9cieBktFZLIn7kJWEFbHsIvm2XozYAwNhMdqMq24bMEdrtpb0PQGEcr1q6lo64qYY5FvGcKXNhpgDS4JrM8JtqIEem9QFN8hfpEwn4VXE33hxLx,2011-09-04,2244,7444
597,t5hpsxBQec4R9jIAXOIfx1lE0wkRTylPmQOl8AV8mn04Kl38oKZJ26J1Ucz6Mt7p0opsUgCX3J3KAq4O2mmIZcWqHWRfLZw2pLEf6LoIICPsC80nikDjHzPYS8k7OgLeXBezmYRr8e9W,2009-09-01,4842,1635
598,gn7kVMv05qN7kq3m0vVBeBBJTVlmz2LoUbbkjlIKPn36LUGSkXgbRmpemxR9lIBDeimJOSCPnLv0IE89PTCbWuWsw78vTIiHl0bmr7DRUQxG0yVhzSuSGjquL4XRUR6emoOSmVRRQuHG,2007-03-12,7118,8716
599,la5AXQBCJraxjv6DUTdMkD5eAcCVckx5Caq4V5GWmMI54esexEvmxoXifbA5Opjj3fuJFBrYNGkX49jguhhYyKIXCIZ45LI7niBZtiZvWXZqE9nf2dKrIKvsWWG7mxdB8muW7JwMHvBb,2012-12-22,2184,1383
600,e4BbBbycxSCXbcJj3XsbPRhsr7jWIU74DDcrvCAgySioGZvomchXt1yNWTuD1cTcVITXAbx1XLn6s2lSM4uqwjKMPOVcR7oV8FT8GXoKoqAiN1fdrc07snqv7GIvGVjZgR8mjmLzPkBG,2005-04-04,5114,2352
601,t1vzGrnUZhAAP3DTGkC5224EQBrIlkLVGtBPktTyonNClLkWgs99jDf17qjF9ftzVp3f1ysXQNROo2cEaVl2kMwCNKR3KOyI4Yq6SFes9msVwRMFNeoo30OJ20RrgyMCYIUQLfwV0328,2005-03-25,2220,8224
602,7MppjKOEJgEbywLKZp6o753ssTxA7PpbkUuTJhdO3QGobUhDsrjxem9BT76QWOG41m1dC1B2MsuryOQYvtSPq178VsALkM1pJMxycDB0qqlv1SMEqiem50NAp3IU10SA0Ehmbc5rscj9,2017-04-25,4326,2703
603,f5eBsOtS8xJj5r8zYl4xuknOnw4dROtdwFy5WQRmUOnnSVwBdulpRTS4RPX5UQBuDqx02DcHTScf7A6SA2AhmELdx3oH3WREN2kmi6JaRdV90w7RTF5bPeH8eTD8YVO6AXSFZTtEtkPJ,2006-02-23,9558,30
604,6Wxxb0ytumHO3KB5PZ8ce129W1spO8PSqCBCibfJiiUxMeLijU4TNKgEexbjIJfwWyi0J8Xy3z36hEx1qJG3E5Fgg6huA5BZCiaX6UZk7GZYQjhZAj39DmratBTMbmx8xe39oa4Vtg68,2010-05-22,9233,8011
605,ZHuaBCVa09n5ANIUSblvqivkpiPhpt4CvXxT2X6uJcIow9UfXlpEFeQ0WKvdwyuGEkJnazc4f0mNZHxpNtKED06QG67smc7UrCjMzrFiJvjP2DbPWFQDoqCOn3gd1tRC2RfWhlzfom4S,2010-06-06,5297,9673
606,esVgM4qB9Vi6KlqZdgWkhErvPuYCvu76fd9JYu08leWMC3VC5fyuUwgZAjRbfoPPXlarmgBsqY9DsftWZWGQ5Nls6jJydZc7OGyacnZZeGD6xcrf04BIh9UKAsuDXMOR5CzlqS4w6rvz,2007-03-13,5856,8773
607,1n8jXTZOwoau2WBR1wBvnGziAOM0NfAVxQMuNp3lmkyB1K3kpe7XnJ0uyajIHjBQnF7mKREM2aIDRxqzVlKthnsnZb5xFudDjhXwMQaYaveMAxcAttxgYRtAWTMsVQGH7FeuZ4nEKwTw,2014-09-25,9156,2763
608,84EW76oRyXZ3EsCJpXP5TslzGsWl8611rkubMtKAaN5CetAcuJGvPrTPTPQOkCS1fhLd8l75MPeFxiUWs31y0Fm9ReH7d5ZX4Dg7hgeJLKi9MNcu43gqLeBa5MMddAcRzGLuCXyMZsmp,2009-10-15,2344,3748
609,CWCjZtMZBGBVTApLsRKFBrshFUQc1W3TZJbG822G4vs5Vc2ZCb6PbrCUoeeEctipNs6KjiM0YELP9wMmb1aaZn1sHHcdYxnKNDsngr0dOG1XfwU1S1nkTIPk0ODbGsckaAC6EjGuB6LT,2005-02-18,5091,7188
610,wlLgKD1FxIwRoYXfoQ7euYwsv3jX66yXBspeh5aXJ6I6xyFniqoffrkXzdvRdeJ1UYP5s38szkVxQ056x5yPRS1TISpDKJ3pxRmYiK5ps6p5WxH8hydip3jBg6wZO4hqrp98OgXmAJhV,2012-02-09,8681,4696
611,LqfWpV94sk1mYfaxY9NryIuBb1hgVNYk9cOiYLBWqEQnouOfsu6nsPgD5e4xxdieLRn6Q2YM81At1GWrnBxlQv1t5Lm4QNiNgwcXGSO0Vtp1OwLzINKvp7NZZ4AFQe6uTxNFn8kVx7Qg,2006-06-26,7984,9754
612,9xwDCwhjjC7MRJj1x4ibjGLJnz8rqqUZZ1Fdr2sgPoflAXDnYZsKcDj3lmZMy022sixZEGJ5MBL4kkIQvUTR7J7WSM1EdfrZwn2cjnjRPx8a1oSBeJbdgk5jlbH1OEcqUvI7rqqHvBCJ,2014-03-10,233,1576
613,30kTEO3LsT0IgrCLVSGFfVTycTseivYE6d8YdIlF27PYzilD90x2aYIhgw1vgYm64wLDtorNqAMiG584rofr7goiVa2rR0jeUSdDXhUUJkLaLjblx7D1358XHmsSwA6zasOyb5gKUKiX,2008-04-17,5372,520
614,9R3UxslYTF5uzBiJoV9dVnJ1a3hsXlC4Q7SeGmCsHzeVAwUSlZt9N3ZWHB33K3BsDAe2sDCCTRWgIx1njOG72DqWh6XFsIhOxwS9SbjiWqp6h2NUKQU6wDz9UHUwq6UKuItWe1VHoilL,2006-03-16,3093,8429
615,sC4bxkbt6TpLHx1ZWfLZI1zT5NRNcokkRpDnC2WJqAZLLJA1rLy3iag0NlgkTNQSsE3btNXeICsIbnHvNZgRzrC1INabVwzctHcHQiIdxUufrXYjdvX3q8cACCSgx6IWMPZULAeoRCee,2017-02-03,9362,9226
616,y07kZ6wuobFNPmq0MYTc8EYdQsloe7Df3hr69i7Qdopt5RZpVnSiNqwucdTqUHQqXjTs4u1nbC8UYoi9T6S0pfSMu7efOQ6VX9VV7qvlwpGKscVx5UXXzaB2RH77QWZLGm7ZTNBmLqEA,2015-12-09,6474,9936
617,lqj32if77dE0txVaP5DFf6esTvMJWBdImoVjwfSiH9bzIL2XVnudEZxoM1kHVWk595NEcvoumf8feojH2zysRAEN1rX44KMuYf0N8x5j990jbRJhRdPgi2o819NuYtzcSNG8yWJE4PsR,2014-06-23,8350,6636
618,h0mb5qLg11W8kKKQJYQNLLt5TKlTKWyWNnNiGYhlBjH6AKduEcHwOjYWGrHuE2WeCAv76mJv1oLlDw5Iq1OrPCIoO1bYRwgJNm3AZgxcSW5jXxSTw8DNnoPA1HtFKueEHCXb34tKEwZ2,2012-07-02,2533,6742
619,jHmSsTfjX3ISxsRh20bVZ1a1P2J1OW2T0RfCILVygyDAwaXVe2ARH4BsruDzKoUAAzbfMPYremykxaFyfxWWWlL5QxVXHfo2eD9792IPdTweFa4QpPUWR7oZnfPY4Bj986GubHznpH3C,2011-12-29,9704,1183
620,3Er2LRkhYkTdmtVctxgJUKziarrKElk7pZfzTrxrWjV1yVA5vbSBKqfsOJbekZcw9WxNOfIC9zwvy8uEqwZnSix94wlJPTG6Gi1bixqPSQCV3t4PZXxyAzdbjySb48wpszoPHSg2FJUC,2017-02-12,7159,4428
621,2Vu2gS6QFZ2tfPVTdXmEFoHH04s0fb5HtHjiO3Ia2YKsZwXzyAiIzAFNOmBljGvnevAYqxFjOMLqeZsEg2Ce2wRsBWUl2h0wngOnv9JA594mzYsy47FqDQvrdSWTcdrrWYD7LEShtBj3,2010-11-30,4450,440
622,nfr4bJsWugJdmzicRNQbVun0oh7Cr2zyZtq7wwPMqrMo4y43dGloZbR221Q4Mqp2rVE3Jkqe8Dvoh85znEikQLY8cyE5gUA9BU7juBt2aHpVqnU45aQHHEmf6GaVfv8nDvmNAWFmUqKJ,2016-12-13,2703,3145
623,dK9FE227scmokYXpIBS4BH3jVowb4c93yl1Vv2jK2pfitaB5TeAeuXxWRZuZFbCPcsz8hB3QcIBVlU04n1IZceJbyfDWIJEbmPFAlCYRluClVbu6jzwOSnx8iYKB8gHSEjtVPzTkc1yr,2008-08-27,9801,5050
624,uHxSXzJ9cHbM2WSEnuhvsYrtgMwbzFfBSxR1ty4Oat3HXHrFitErAUoVZDwLDrKWla3FFbVyzTU8fkWZer3FBxA7I6bpCtLtjgf6NlAGXQ2qAq0zqXqWyEVxZ56JApvFIlZ8EaL3rwrv,2007-07-09,3934,3799
625,Fm9pDz4eLrgRp0GsexiZQ1uQLwpCWj2F8eDXqGBSq4wX33N0p9RIvhLO1sdQK2HmyaTLxsCXvQtVFWXRiyXXSuUaSzg7muIxxKickCC663Wfy0JeVMsVftTEG238MEuBH5i4y4qfvaaZ,2008-07-15,714,2913
626,qBmaCxSD1dWsJEt2IVX2ROqbfMjES3rQQbRKcU8UneDUh8WrriQBbtJbVL40NNv7wFbswiaxXDPxLW3g02XunpygR0zQZIGZtGhcgn4IIcoYeWQ9SXAV0AUGQ4b6tJYP6zEFya9M7OmK,2011-09-16,2514,6276
627,jz8CHvjsvaLmL7Y8EZcoRLK1XxXlYKF01gX3KVHLQVTXPXAA0nFm7YnYoHoUX7UlVVupkeytSRX62xm9wXvvEd2d38ODrwxTBrB4nVZVzWUqAqf1fohAMjh2cRvlPuBfdE5KvsWb8Z5s,2012-11-17,9605,5071
628,dXiDPxHcKJbWjxFEUzN6vUFwRGBwnytRyjI2L8Pq7dAmQA1KT1XT8gbIRvvIvUyVZKhApN2Wjh8SUdgRP0cvbZSSHAkaNG4nopMGd0fG8BubhJyxPd341D491O3pmcIcmVooQZyYVWxZ,2009-07-16,5114,2825
629,LwKtN9vluMOO70df2RyLfJh0pejfPeUAd4dzSZPnkC3EKjbe2ShXCkdCPUDsZQVQ2NvCXoNcCLlcPdpGDFm77682bbj8WgNTrnL6xYHOEEU19Awwo6oUoYS6P2k6EOGg7RvlRsSo7X22,2008-10-28,6661,1772
630,oxTZ13pTUOr4xLK08y4sPKe6o9XQfaUI9KRR5qoDlbRDAX1wNC4xNLLdSWv1gYx44j5n334RJ0Gx3b5QIkDdfh5x9y9j5xhMoWIbcN2TInoWFXj0afs5VTZXnHoF4VVWS3JhSex4stV1,2017-07-10,4936,7309
631,OIIaEm0U7vxUjwZxSSELOCh6rxNm8heFYC1vM5RpCykhqdV5TijkdhXMlLsQZOWZRs5g5okWAYIZbAQOcRSa83l1ppKAMBQycKP8hzAp7MkFZ7ul5dyI65bYGE1QdjJ9IU7QuSrmQmdv,2012-07-16,3933,8633
632,4jFtMI1gt12c8uLXCk6EAd0nwL1UcpEjmKV4dawAcbh3aOofaFtskWqbsc6AQhEEwSzxZR4ly6mj66NhhV3X6W9Pd4MBewt5WdHHY0GJKH4nuHevPZd4nqHZTkUeE2HCNqMczFIrPuMy,2014-11-05,3502,8796
633,ZavFSzSqVryyflESA2aE5C6KQvp3eT77F8FoHCtXYgHIRTLnp4yj5aaXdlyhJYLBt0tggaK8JCqZ4y27kBNjfXCpirKfOLO9UFYakoHPt0a2tBdpt17IKlgVyD8yPpt7yqEyZbW5480p,2006-07-15,5593,2907
634,OfwWOGysjCmgqSAEGdED6oPReBNMv1YoIbju2Xss1WPWzzOl8vjdF2kkPf2N2m7so8YOtPMsvWLkY2cpwmN9R5jP19eWffzPZhs0aA2sj0ssr9LWDMaQY7asYIXuvzNPh5L1KlOwtfab,2013-06-12,870,8380
635,xITSFi0bH9cSmI7umcLvxTMb8ng3h8fikf6mf5K8EtuKJ6JlhpzuoxEd61TbC74Id3rHLUOqRNqDjBSCd5V1Iv3xbcqnlt6HzlqPOCZNbIdaGA44iR7GlC9s94qtnkFiRiO7UDxbfIaA,2017-08-10,3946,571
636,hwETvzgwl8PTVpj0D4Jhw6kfdgkdm9ahNQL1fvwcCbVWxeF0ik7XTJolMjzPOCKmhsFFesURHreUkNs9au4CCDNElkp65hN9RtyEZ9VzQpPmoTA800yeHIjefAd3DXVkdeD1ZnkaYFwW,2012-08-26,2136,6504
637,kqFFtt1IJUjYfcw2UpJKPIjNQXFCWNq3lLSWRQ0tm5rFDL46T3CJcPDbH2yWozw6opwUJZkDyZhUbeJEcJtcLgbWH1PYbeFxIvaXZkw3S8UCrtAnst3eFTuHNaMSKLmUTuLqDvp2W0KN,2007-06-24,9899,8497
638,1lqrklryATJ8XesGVAt7hTk7EBIPJh5yvxajf4tsCWptlqe2HD1Lpr1hBsnjdcpdYUNjDJkbQB5Kn0VXgQIGptJE63hxQKPkrMUQd4y7da5owq3KXQCNTixpLJnKmxKFvUcbfE3lbLmP,2008-09-06,1064,3315
639,9XZAICQIZpFURnVpPz2bNcoTWavI6i1r1XLOXK7tEUC09jUy0798l0CgtGnrQIM0xXd4bGSF1IX3axTxG6S8i3FBUofRgQd6HLClFZXtp3GdcIG5w0lUzNS4SbjwlAjlpbwOvsrqjiTo,2005-11-30,2228,6714
640,hkeqoIG32HTozkIoUfxBW2JEI4uQ4nIp3YOAg36gV3VnYD19apURyhzpaaitXz8P9nvbVHIbiQqdgfpEDv0PT11VijkFVNJf4GovSZnTg3th1VJ4udql9t5IwZ2whCFVHKjZ13voIgsa,2006-07-25,3453,1803
641,ZpU1ghgKLg93g1wexYaqwtD0rBdcBe9c5pW2rOyknZOV42HRuNnu3xbqldJfDEIqgg71e4wijzDWes6z4Mry0PjIOqQNEShjRhyY4Pw0aEKDuEL3hUk0WUzQ6znynjeRSdF63h4oa1Xw,2007-03-26,4466,1200
642,eWpusqM6sibEm8M1k3uQ8O99Z5af7DLaccTR3uimRJOVGzCcofLMvHLPXpUwPq9oWAmJo580UI9zAo3j381b18pURE3NZvWkJk8FM2xshV1nIWPtwu3QzhwYVS2jBuaivYpapyWBKI4g,2018-09-06,113,9379
643,yKbp2Gulxkt4AOrw5S1tqzD8X1GrnQRTF7v0TuppoEmEEcB6bHkyKdO9HcSBAD7gTZyCc0dKmMElM8350JQgpcJmswt0coplGFvon8eloZL7YnwIiWK0xb00QMUqGms8hdeGNPR2po1P,2013-05-02,6111,8713
644,AlSFeyypP5YbnxeCrNa4Ip5TFSLIjkiE7PqfTmdspz1S00O1KziEvT6Up8AMnqFoWUdYH9sFtrPSxndODT7uCeToSVzVlRF9tN5fW0uKGcUDEnhCfwITsVl1BzFvKXdblQjjr71Nixnk,2012-06-05,9774,6802
645,yxzzJwRYmEehu9At83bxE7Ui44v4rBsvPa7WhoSz8K7ncUdjw4lQxvk0cR4PAWrlWtRUBnLUkmy4ArFjbLHwZb8d0H4QtDymdWRtDJiJtRpL6pzvMVxzO4L4vxd3t4khxMboZVgSn8CI,2017-09-14,99,2022
646,RIEYP9XiKW8QpoazqIYuOLV0yfMQ1DI8QTmk0MRyy2dCXQm8iNbmYw5FwOjtwHqGOA9WBz8e1j5VrTci3NrnmfjeXgxlmhBqMXyXQQ6sP7vy0kXdvB0jZCesaf8fBW1TiOJUeFRmQ9Yo,2006-12-15,7735,1936
647,JUzlrcRJ3G7vRbr2GcQlaD8qtOSanz7o1LWrhPmF79bYHfUyRgiSfBWFVJ1dK0fEIS3FF9U0zKnbmkjO3dIGQpJ0zQWXYJ5HdXQzmPsSLscUX4dvknjqrZxcJDPzn7bqOg7OUulnu04h,2016-05-18,8944,5547
648,wlxvjPaEjxqj93oOQvG17Ob0B650ePPUkUDCJqH8G2pgECo1LqRbsk7hJ7tnTjkThV8o0mFkoHuEj4w9REpy8ylAWf2L7ephSV8sE9Bjkrwkz37PLtVO3wVtt8SUu3mKcNwO5D5SDGNR,2006-11-28,4070,6630
649,hmANJanfAO8FrqyqEmImGtTHyCLxiEssxywH3YABjQNrFzlXRgMY3hXxT2ZGP066gQR23rxpmGCzfmC8aygC1UzQa8xB94wtTRKzhsdjtgwxfhSqzbpbU4EMaBc44vqsTSgObNasU6TU,2012-01-14,3891,116
650,qGLhOVZZN8YfQjp7zEdMBEOmA7GXltoYRiNxkJd72GAdy5cvRVfdih2m2ihQOCydU9OrV2XqkfT4DvyFfVGQOK0tqk4BlMt0ShJzquZY7y3CN7jGucv35iOJIeBu7WEXwdlfm8Yu5rSa,2009-06-13,1431,4200
651,ByQJbz4uT9qLspaltgQuWEevDA7OPx2U9TtJF566i1MnSMCQQrqvhuV6UeGa2qffGWMZ5RfyjTLf21d08r7iGHwO7wzlzgE2Vqg6AnU9L2LOi0EdAPbKt6Y8j7bJc49DPTJLUhzVX7WO,2016-07-05,190,8269
652,rVkjE3IZRhWDLLgR3H9Pr3IdaFxvkKCBRUbGUa8VLu3wLwJMaFUyjaZyNHJ8GWyHfVv1ua7dInD79VSn6lUfzNb04m3NRAPy5wRzASbAH1p5Wcz1zfCeBTSR346HguMIXPBNEcnoJUX7,2017-04-15,3728,889
653,wBYw7uwldA5FVUdXphhHalxW1YVr6UtXaeUfWaKncZtEhhSz09SB8WBLOB4jZFpJRip198BPW4oB2szUGg16CrZEcJQUflNXukw92az17CoDrASfMkd3NtGjIlZzsrtvqRRR50bpq98A,2010-06-12,6894,3523
654,0uH5HUJAdN0RBAIQS3WasAjWIxMNuGgxO688jynWHQys9Koq0rrK86t0KuwTI5QWrCCFBKqePAScM1W8JgXCZWySMIxyBUNLAbB6HjpqBN47nRnSYyKmiN7VOu22W1c5xGcu0a0j1qBM,2012-11-06,5088,2644
655,feaNJlnwepsXqwTJu9Khy3c77kv1Mv4XF7X2aPvLdqQKrd2EX1bbqHGmCcPj0vjsvVRtZbseO9DImRQerqdUTdq80vz7AMUrGhZVLJp6J7MqD79uMu1JRPZSoT3nlueCoWCF14TiBhLW,2007-11-02,2744,1371
656,vEvQUKa1HHr1QBVYdKCr543RaTIuDDBoZA2g8Nre6K7uNcSAMw3G7N71Ld0BCqxEFCbPJyZPcivu6IE8BIhRJ5rMDAVfXqbQX2oLAC1YWnnZbM5DZ1A4If4JUPMId42vGfXDd278QJ5g,2013-07-18,4847,1605
657,FRFfqhH18f0uzs4bv2T6z1jg4Bn8kY1DfWDLyWEiXfF8CNJiOdvZ8xBNsjlp4JRjnxPdotmYxujTvleq1EtHncErU0cPvZoOOfUO8q4e0WmOOsbHE4xzZJ6LshIxQXnYGUEQQPsLJORQ,2005-02-06,8472,7143
658,YVL1lyyEiJgbhGNdtNI3nL1zLmpK2pV1DgZ5LwwRgArGtRnDByhmsk8MeWp9IoM3yoXBrSR7b0XneuG38mJEItJdhNazGwI1xxSE4mWsgkK2MVrtQvBffIuFf3de1b0orfzqcB9VQahh,2006-11-22,6421,2414
659,fqjUvnWpDMiAJ20FugKqfAROwpPEkNhOnR8K2f2EJKnPc9MYkcxBGjqeZViFXREzpUX13pMOnFhUXBvwd1eIZfHDlevh6wq2GykImUe4PjXBCVHYjvmgx6ZJNTQZ4pR0YpOjanKIWk20,2014-09-01,2209,1243
660,XW7LKKEJYb5SDF9jRgmXGh76ldKMDjBGTABhsGqOkEL9r2EQlTilenJzZBjqA2GyZy9DDb1L0XxBW7OtY3luAamq1MIrg9Ns8Wk32BNJbXuGzHccw0RHQVy9MTL1TKp0KFDAXV0XqbSn,2010-04-30,2603,7214
661,tp4psGbmhkqj0V0Rr36uEbFbA4byDLTqcbHnP9IDnadwoQhUkA5vkGpRkcpxpmjWRAGYONCsv2Go8TwtXHNCPhFWwzCwUUYA1GfnJIFX8NAr9BSRq5aiYgGt4ulYKPXaeGx2yIkOB0EC,2007-04-04,7038,2562
662,gvGZ4zlU9vtZgrMtzkN3NadhVLhicELgW01ZI8foec2CZKrTnVM7KehGSjEsSD25kMCq0xk1EiYvhbHKeN5H2OV2SuHj3wVbk7bNHAd0uU2lFwi0b3OEIvCW1KYFqA8RN7Kk94CduEWh,2011-09-01,1569,363
663,MQH9iQSz4FW7mYJtWlYHl81h1vUDYfAHX23Z38t6oVp3iF0V5mLuVo3NZkIx5PaZFOjufu0Y2bcQT78v48IvUQwt8pASz6AZ4PyTgF0Kww23Mn3cmX27HoFyc0wzuij5bDVDIoPyI79h,2009-12-01,3886,5518
664,vhpbDDSPKA1pTBaON6cIR0T7HDzJpiZiTbDM2H1XvF3HxjfHhvTcbYD5NsTAOIkmkSW27NVGEEXL6MKiirm4O7H4YI8Kx1InfRheNnKTZNYWB18BhvbgfqXnLbdyPLSM5tqpoqV5hTeA,2016-07-06,4100,481
665,K6mBamIz33SvJVDO4LbRLSW1ag8LLXDah6nSiQwTl0wvXjvMQQGXTmV1kvl3n6ng02NMrvpnZHpUgle0uw55QqG5lwsxo2qoNQ4eVjeekc8M7BV8RvJ0BsPJvSl5C28gbAHQq9eLSaVy,2007-12-30,2001,192
666,atg3tzneAvtD8ibsdbu63FRRR8ilXab0UAeTVFxmXmP5QaMt8mVQKBqVcOmvQBHkT2s7DIWXnHjRzWB0vznuFLqTUJ1GcCWVfpmYsPpzP7mCbYfFNw9bYWeILZn4RQ4lvOwKtnHgKxeH,2005-11-10,6839,4635
667,ov3qC56IKeMSmvi9CAQNmVWkodQl1XjhhrPgXOj0Rn9Paz4YPfEhXnSSZSCjoVQw4pu4fBlybZ69VGJzj2VVSBJ4Y6HEMAM5WMUuE93N3QG7rT7SJNAv95e3f0gi4hmbNAmIvYuj8HbC,2008-01-27,9217,5165
668,9y58Aa6bsbPNdVTWnourqyhucax1db7TobiFlnbwDLaUJgFnyFYQbfYLRLgjnE8Rd5jCwOuAN8nfYMk6UKDXCr1JDXxaH2J9NJ0N6D0kUYDd12wEkkOcBkOwEa9YaT2VzoSPWX9QUdDo,2015-05-21,4341,6425
669,lt0hnq8m4EJfEbJAfrnNkhsMk7IigkHpJyxrdVrJqpUSOdM2TDI6uEkDAn6phaGU6dWPnchJAeh4Ma8HvPOdbL5FOuqzZBlPjAVuG6P0f96Pgp0kpz4RLm3viRB3vsu83RVMEOAzAX7b,2007-05-13,7476,3485
670,3FJjHTE6GkLz5VFxO8WPTogbyFQxobf3sb9qiK0kMYFdCK3pSKNQSTPOjsvBCQSpESGdVZPDHwC5iCZoLlfeOPkZMvGzZyh6FaYtDaT34JJgRTpgTH0avxazrrQkSaoSOFzInpkuSlkF,2009-09-01,6984,2724
671,FkgS8GKS9jBVKslee0SLeh2ngFIJNVtokYfs4VUH5hIEoOkjAFkPv6Yhr2v28BEozXvvN3kIgKQ6Zx9SfjJIue2o97ABkbJ4dePQcyVHfbtkqbI32dXY263VeHwP2iiEBWc5iszqNBmT,2015-10-18,1661,3706
672,zGJGEuBhk3wVCFP72pjT9NVJnrK0TklMJOavZcAQU5Uo6enIwoaFsoimv9dWkLNASkLypdiaoT9D2qNIDCEoJfdfpx9Z8npJsUWWSzcSG9aZoftFwUThHi0wHqI1dIcBn0ViT10OkviK,2015-12-12,9658,578
673,E4noTHBJejPmqkz8hYwxKKv5eF7VAprDy8xjfxrfyLEulNh95jmqRDA3IsJOKpIy1LxrxQdtqR98GBTRh8aaDAwv83awndVICP2aZzMpG2A9DBwHY2qMPsu1ZCt30qFM5050I32svuUK,2017-07-12,3724,4814
674,GSXvxJ2UfBBWGSzZwxENG59fA8afXk0mUwxhSUZw7kVH1fld44XNsezKS1uysX74KYCTfRHcXRPgk2ofW7kdMn406mObjkDknb6ccR7mx5zaOTkaNPbvwdsheMX3Dq2wNp2J5LCF97qR,2011-07-18,3379,7104
675,ByNTJSxJsZ8Q4EjHCDNiabeCNWwzxbtBku1Ocjn52tagNwK4XjOuPCLjTLGwg7VRq6pKNUodZRqrB8zaM1bOM8vhiR5Rc1Z4XJzQG9rD4vU7WeiUVqkogHErKHm5ZXBi2vU1JiUMJYTb,2006-02-07,6065,3641
676,sl5vRuXPFIF8XwnhuwFkKqLxWXfIxnDW6iMxbPRHXEwAcVzXuwr1tk3CZIZ3PPccEtByjzFee7MF4KUAiHXA5LnWpKYTzX2ImU5tTAx4rMWvXxHPyZVH1bg2GpJZbwpHEEdjOkrhUdTt,2017-03-09,5669,7556
677,CJfaCuQKyDmn1Yc5gPrSUhANsxxYHwDPqRWSQPEUyTvL7Dq5AYNjKqheIRsP71CC9X7jCKoRLWeAwyPoH1YtjeE9u1J8hzW6QtMkFG30u5YxMgsUCDHGdTceS7zKApuVAhuDmpjA7h9n,2018-08-30,6726,8436
678,Jz6erQc7QsRHRtzELCwpvosWdHI5UzXBKkBLsQouExx3YbsOs4bEeIceGkAjHhnaUQ7qsnW5YCk81y8CY4MZXTgCIgFIPEmhJWjHeBfFifpchdnSl7LMUNCAu4iLiNpUZDyeO0iXYH11,2012-10-09,4319,8860
679,2wgS3aM6UjXjdUhU0VCdoJDvZyxNWKWqZ2TvqXa912Jpc83EjgBSACAstv2Em9jJMrKkAwoc4DmwAXSb4tn0JEpW2kC4eVX1SAdvxSDx2jX7aOsVdbK3VtAHBxsatt7iqudA4holp08j,2010-06-30,6714,2057
680,2qbDLdgi9Vt9knDIlyRpvsb6wiOfvaaT1FhDS3XMN4AixoBBwz83aR2JPeRnPAxi5ZIfFA0rbFc0r2IHgMs6ch3jMYxxmt6MHcnYgg5w9QbVzBcXWJGDS0GYgiSrMCErJPsPPul9R67L,2009-01-09,5635,3114
